_id,Spec_No,S_W_No,Date,Common Name ,Scientific Name ,County,Latitude,Longitude,Location,Grid ref,Mass_Single,Sex,Length Approx,Length Imp,Length et,Condition,in Collections,year,sequ,lett,Entered,Updated,Count,MCS,BMNH,Rect_CoNAord_,Other refs,age,Old County,GRef Source,By Catch,Rep_Source,JBaker,CBRU,Other,Comb_other_ref,Year_val,Month_val,Day_val,Aggregated_Date,Fam_Genus,species,Country Code,Comment
6291,1032,1932/8,03/02/1932,Cuvier's Beaked whale,Ziphius cavirostris,"Inverness, Scotland",57.6154,-7.3392,"North Uist, Outer Hebrides",NF813709,S,M,No,21',6.4,NA,skull,1932,8,NA,02-Nov-90,23-Dec-08,578,ZK0120,ZK0120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1932,2,3,19320203,Ziphius,cavirostris,2,Cuvier's Beaked Whale
6292,1033,1932/9,16/02/1932,Harbour porpoise,Phocoena phocoena,Kent,50.97934176,0.972750854,"Littlestone, Lydd",TR08652426,M,NA,No,4'6'',1.37,NA,NA,1932,9,NA,02-Nov-90,23-Dec-08,1977,ZK0085,ZK0085,60865012426,NA,NA,NA,BMNH PJC,NA,NA,NA,NA,NA,NA,1932,2,16,19320216,Phocoena,phocoena,1,Common Porpoise
6293,1034,1932/9,16/02/1932,Harbour porpoise,Phocoena phocoena,Kent,50.97925194,0.972745114,"Littlestone, Lydd",TR08652425,M,NA,No,4'6'',1.37,NA,NA,1932,9,NA,17-Oct-90,23-Dec-08,3091,ZK0085,ZK0085,60865012425,NA,NA,NA,BMNH PJC,NA,NA,NA,NA,NA,NA,1932,2,16,19320216,Phocoena,phocoena,1,Common Porpoise
6294,1035,1932/10,16/03/1932,Common dolphin,Delphinus delphis,Cornwall,50.1818,-4.9741,Portscatho,SW877355,S,NA,No,6'8'',2.03,NA,NA,1932,10,NA,02-Nov-90,23-Dec-08,760,ZK0048,ZK0048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1932,3,16,19320316,Delphinus,delphis,1,Common dolphin
6295,1036,1932/11,09/03/1932,Harbour porpoise,Phocoena phocoena,Devon,50.2434,-3.8648,"Bigbury Bay, Hope Cove",SX671398,S,NA,No,5',1.52,NA,NA,1932,11,NA,02-Nov-90,23-Dec-08,1978,ZK0085,ZK0085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1932,3,9,19320309,Phocoena,phocoena,1,Common Porpoise
6296,1037,1932/12,04/03/1932,Harbour porpoise,Phocoena phocoena,Kent,50.94729747,0.966432607,"Lade, Lydd",TR08352068,S,NA,No,5'0'',1.52,NA,NA,1932,12,NA,02-Nov-90,23-Dec-08,1979,ZK0085,ZK0085,60835012068,NA,NA,NA,BMNH PJC WIKI,NA,NA,NA,NA,NA,NA,1932,3,4,19320304,Phocoena,phocoena,1,Common Porpoise
6297,1038,1932/13,21/03/1932,Killer whale,Orcinus orca,"Clackmannanshire, Scotland",56.10341765,-3.797036202,Alloa,NS88249152,S,F,No,12'6'',3.81,NA,NA,1932,13,NA,02-Nov-90,23-Dec-08,1758,ZK0069,ZK0069,28824069152,NA,NA,NA,BMNH PJC,NA,NA,NA,NA,NA,NA,1932,3,21,19320321,Orcinus,orca,2,NA
6298,1039,1932/16,29/03/1932,Harbour porpoise,Phocoena phocoena,Sussex,50.8529,0.5738,Hastings,TQ812090,S,NA,No,4'10'',1.47,NA,NA,1932,16,NA,02-Nov-90,23-Dec-08,1980,ZK0085,ZK0085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1932,3,29,19320329,Phocoena,phocoena,1,Common Porpoise
6299,1040,1932/17,07/04/1932,Harbour porpoise,Phocoena phocoena,Cornwall,50.2629,-5.2946,Portreath,SW652455,S,NA,No,4',1.22,NA,NA,1932,17,NA,02-Nov-90,23-Dec-08,1981,ZK0085,ZK0085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1932,4,7,19320407,Phocoena,phocoena,1,Common Porpoise
6300,1041,1932/18,02/05/1932,Harbour porpoise,Phocoena phocoena,Kent,50.94738728,0.966438328,"Lade, Lydd",TR08352069,S,NA,No,4'9'',1.45,NA,NA,1932,18,NA,02-Nov-90,23-Dec-08,1982,ZK0085,ZK0085,60835012069,NA,NA,NA,BMNH PJC WIKI,NA,NA,NA,NA,NA,NA,1932,5,2,19320502,Phocoena,phocoena,1,Common Porpoise
6301,1042,1932/19,04/05/1932,Common dolphin,Delphinus delphis,"Western Isles, Scotland",57.4183,-7.3558,"Liniclate, Benbecula",NF785491,S,NA,No,7',2.13,NA,NA,1932,19,NA,02-Nov-90,23-Dec-08,761,ZK0048,ZK0048,NA,NA,NA,"Inverness, Scotland",NA,NA,NA,NA,NA,NA,NA,1932,5,4,19320504,Delphinus,delphis,2,"a)Common dolphin. b)1st info Liniclate, nr. Loch Boisdale, Outer      Hebrides."
6302,1043,1932/21,09/05/1932,Minke whale,Balaenoptera acutorostrata,"Guernsey, Channel Islands",NA,NA,NA,NA,S,F,NA,NA,NA,NA,NA,1932,21,NA,02-Nov-90,23-Dec-08,367,ZK0132,ZK0132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1932,5,9,19320509,Balaenoptera,acutorostrata,6,"Lesser Rorqual. Estimated lat= 49 degrees 27' 28''N, 002 degrees 34'  47''W. (DKP)."
6303,1044,1932/22,24/05/1932,Harbour porpoise,Phocoena phocoena,"Denbigh, Wales",53.2954,-3.6348,"Llandulas, nr. Colwyn Bay",SH911788,S,NA,No,4',1.22,NA,NA,1932,22,NA,02-Nov-90,23-Dec-08,1983,ZK0085,ZK0085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1932,5,24,19320524,Phocoena,phocoena,3,Common Porpoise
6304,1045,1932/23,24/05/1932,Harbour porpoise,Phocoena phocoena,Isle of Wight,50.6116,-1.3651,"Atherfield, Chale",SZ450792,S,F,No,5'3'',1.6,NA,NA,1932,23,NA,02-Nov-90,23-Dec-08,1984,ZK0085,ZK0085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1932,5,24,19320524,Phocoena,phocoena,1,Common Porpoise; Hampshire
6305,1046,1932/24,03/06/1932,Harbour porpoise,Phocoena phocoena,"Wexford, EIRE",52.3312,-6.447,"(Bagentraim), Wexford",NA,S,NA,No,5',1.52,NA,NA,1932,24,NA,02-Nov-90,23-Dec-08,1985,ZK0085,ZK0085,NA,NA,NA,S.Ireland,*NA,NA,NA,NA,NA,NA,NA,1932,6,3,19320603,Phocoena,phocoena,5,"Common Porpoise. Co-ord entered for Wexford, couldn't find Bagentraim (BMNH DKP)."
6306,1047,1932/25,07/06/1932,Unknown odontocete  ,Unknown odontocete ,Yorkshire,54.6168,-1.0479,Redcar,NZ615250,S,NA,No,6'6'',1.98,NA,NA,1932,25,NA,02-Nov-90,23-Dec-08,1648,ZK0040,ZK0127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1932,6,7,19320607,odontocete,sp.indet.,1,Unidentified Odontocetes
6307,1048,1932/26,20/06/1932,Harbour porpoise,Phocoena phocoena,Lincolnshire,53.3442,0.2746,Mablethorpe,TF515854,S,F,No,5'5'',1.65,NA,NA,1932,26,NA,02-Nov-90,23-Dec-08,1986,ZK0085,ZK0085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1932,6,20,19320620,Phocoena,phocoena,1,Common Porpoise
6308,1049,1932/27,22/06/1932,Minke whale,Balaenoptera acutorostrata,Durham,54.7497,-1.2734,"Blackhall Rocks, West Hartlepool",NZ468396,S,NA,No,30',9.14,NA,NA,1932,27,NA,02-Nov-90,23-Dec-08,368,ZK0132,ZK0132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1932,6,22,19320622,Balaenoptera,acutorostrata,1,Lesser Rorqual
6309,1050,1932/28,29/06/1932,Sowerby's Beaked whale,Mesoplodon bidens,"Inverness-shire, Scotland",57.4977,-4.2051,Inverness,NH679474,S,F,No,15'6'',4.72,NA,entire on arrival,1932,28,NA,02-Nov-90,23-Dec-08,510,ZK0113,ZK0113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1932,6,29,19320629,Mesoplodon,bidens,2,Sowerby's Beaked Whale
6310,1051,1932/29,11/07/1932,Unknown odontocete  ,Unknown odontocete ,Kent,51.14779806,1.387192639,St Margarets at Cliffe,TR36874424,S,NA,NA,NA,NA,NA,NA,1932,29,NA,02-Nov-90,23-Dec-08,1649,ZK0040,ZK0127,63687014424,NA,NA,NA,BMNH PJC,NA,NA,NA,NA,NA,NA,1932,7,11,19320711,odontocete,sp.indet.,1,Unidentified Odontocetes
6311,1052,1932/30,13/07/1932,Harbour porpoise,Phocoena phocoena,Yorkshire,54.6154,-1.0513,Redcar,NZ613248,S,NA,Yes,5',1.52,NA,NA,1932,30,NA,02-Nov-90,23-Dec-08,1987,ZK0085,ZK0085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1932,7,13,19320713,Phocoena,phocoena,1,Common Porpoise
6312,1053,1932/31,09/08/1932,Minke whale,Balaenoptera acutorostrata,"Aberdeen, Scotland",57.5669,-1.8196,"Peterhead, caught 12 miles N.E. of",NK108530,S,M,No,19',5.79,NA,NA,1932,31,NA,02-Nov-90,23-Dec-08,369,ZK0132,ZK0132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1932,8,9,19320809,Balaenoptera,acutorostrata,2,Lesser Rorqual
6313,1054,1932/32,10/08/1932,Harbour porpoise,Phocoena phocoena,Cornwall,50.834,-4.558,Bude,SS199069,S,NA,No,5'8'',1.73,NA,NA,1932,32,NA,02-Nov-90,23-Dec-08,1988,ZK0085,ZK0085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1932,8,10,19320810,Phocoena,phocoena,1,Common Porpoise
6314,1055,1932/33,07/08/1932,Minke whale,Balaenoptera acutorostrata,"Fife, Scotland",56.3727,-2.8409,"Kinshaldy, St Andrews",NO481203,S,F,No,27'6'',8.38,NA,NA,1932,33,NA,02-Nov-90,23-Dec-08,370,ZK0132,ZK0132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1932,8,7,19320807,Balaenoptera,acutorostrata,2,Lesser Rorqual
6315,1056,1932/34,30/07/1932,Harbour porpoise,Phocoena phocoena,Yorkshire,54.1668,-0.2415,Speeton,TA149759,S,NA,No,4'7'',1.4,NA,NA,1932,34,NA,02-Nov-90,23-Dec-08,1989,ZK0085,ZK0085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1932,7,30,19320730,Phocoena,phocoena,1,Common Porpoise
6316,1057,1932/35,01/08/1932,Unknown odontocete  ,Unknown odontocete ,Northumberland,55.7703,-1.9881,Berwick on Tweed,NU008530,S,NA,NA,NA,NA,NA,NA,1932,35,NA,02-Nov-90,23-Dec-08,1650,ZK0040,ZK0127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1932,8,1,19320801,odontocete,sp.indet.,1,Unidentified Odontocetes
6317,1058,1932/37,16/08/1932,Harbour porpoise,Phocoena phocoena,Devon,51.2109,-4.054,"Combe Martin, (caught + landed at)",SS566477,S,F,No,4'9'',1.45,NA,NA,1932,37,NA,02-Nov-90,23-Dec-08,1990,ZK0085,ZK0085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1932,8,16,19320816,Phocoena,phocoena,1,Common Porpoise
6318,1059,1932/39,23/08/1932,Cuvier's Beaked whale,Ziphius cavirostris,"Shetland Islands, Scotland",60.3039,-1.6576,"Sandness, Mainland",HU190578,S,F,No,28',8.53,NA,NA,1932,39,NA,02-Nov-90,23-Dec-08,579,ZK0120,ZK0120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1932,8,23,19320823,Ziphius,cavirostris,2,Cuvier's Beaked Whale
6319,1060,1932/41,10/08/1932,Long-finned pilot whale,Globicephala melas,Dorset,50.6892,-2.0159,"Long Island, Poole Harbour",SY989877,S,M,No,10'8'',3.25,NA,NA,1932,41,NA,02-Nov-90,23-Dec-08,1138,ZK0079,ZK0079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1932,8,10,19320810,Globicephala,melaena,1,Long-finned Pilot Whale
6320,1061,1932/42,17/07/1932,NA,NA,"Sligo, EIRE",54.2195,-9.1036,"Killala Bay, Enniscrone",NA,S,NA,Yes,33',10.06,decayed,NA,1932,42,NA,02-Nov-90,23-Dec-08,2936,ZK0039,ZK0149,NA,NA,NA,S.Ireland,*NA,NA,NA,NA,NA,NA,NA,1932,7,17,19320717,cetacean,sp.indet.,5,Unidentified Cetaceans
6321,1062,1932/43,17/08/1932,Bottlenose whale,Hyperoodon ampullatus,"E.Lothian, Scotland",55.9625,-2.9833,"Prestonpans, Tranent",NT387748,S,NA,No,17',5.18,NA,NA,1932,43,NA,02-Nov-90,23-Dec-08,251,ZK0125,ZK0125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1932,8,17,19320817,Hyperoodon,ampullatus,2,Bottle-nosed Whale
6322,1063,1932/45,23/08/1932,Harbour porpoise,Phocoena phocoena,Lincolnshire,53.3448,0.2638,Mablethorpe,TF508854,S,F,No,3'2'',0.97,NA,NA,1932,45,NA,02-Nov-90,23-Dec-08,1991,ZK0085,ZK0085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1932,8,23,19320823,Phocoena,phocoena,1,Common Porpoise
6323,1064,1932/46,24/08/1932,Unknown odontocete  ,Unknown odontocete ,"Pembroke, Wales",51.6445,-4.8622,"Freshwater East, Pembroke",SS020978,S,NA,No,9',2.74,NA,NA,1932,46,NA,02-Nov-90,23-Dec-08,1651,ZK0040,ZK0127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1932,8,24,19320824,odontocete,sp.indet.,3,Unidentified Odontocetes
6324,1065,1932/47,26/08/1932,Harbour porpoise,Phocoena phocoena,Yorkshire,53.6533,0.1238,Easington,TA404195,S,NA,No,5',1.52,NA,NA,1932,47,NA,02-Nov-90,23-Dec-08,1992,ZK0085,ZK0085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1932,8,26,19320826,Phocoena,phocoena,1,Common Porpoise
6325,1066,1932/48,01/09/1932,Bottlenose dolphin,Tursiops truncatus,Essex,51.83256159,1.257319177,Frinton,TM24401995,S,NA,No,8'2'',2.49,NA,NA,1932,48,NA,02-Nov-90,23-Dec-08,2698,ZK0053,ZK0053,62440021995,NA,NA,NA,BMNH,NA,NA,NA,NA,NA,NA,1932,9,1,19320901,Tursiops,truncatus,1,Bottle-nosed Dolphin
6326,1067,1932/50,05/09/1932,Common dolphin,Delphinus delphis,"Bute, Scotland",55.4428,-5.1193,"Kildonan, Isle of Arran",NS027209,S,NA,No,4'6'',1.37,NA,NA,1932,50,NA,02-Nov-90,23-Dec-08,762,ZK0048,ZK0048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1932,9,5,19320905,Delphinus,delphis,2,Common dolphin
6327,1068,1932/51,05/09/1932,Bottlenose dolphin,Tursiops truncatus,"Glamorgan, Wales",51.47473684,-3.693495054,Porthcawl,SS82407650,S,M,Yes,10',3.05,NA,NA,1932,51,NA,02-Nov-90,23-Dec-08,2699,ZK0053,ZK0053,28240017650,NA,NA,NA,BMNH,NA,NA,NA,NA,NA,NA,1932,9,5,19320905,Tursiops,truncatus,3,Bottle-nosed Dolphin
6328,1069,1932/52,01/09/1932,White-beaked dolphin,Lagenorhynchus albirostris,"Dumfries, Scotland",54.9661,-3.5018,"Merse, Ruthwell",NY039645,S,NA,No,10',3.05,NA,NA,1932,52,NA,02-Nov-90,23-Dec-08,107,ZK0059,ZK0059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1932,9,1,19320901,Lagenorhynchus,albirostris,2,White-beaked Dolphin
6329,1070,1932/53,04/09/1932,Unknown odontocete  ,Unknown odontocete ,Cumberland,54.2154,-3.2517,Millom,SD184806,S,NA,NA,NA,NA,decayed,NA,1932,53,NA,02-Nov-90,23-Dec-08,1652,ZK0040,ZK0127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1932,9,4,19320904,odontocete,sp.indet.,1,Unidentified Odontocetes
6330,1071,1932/54,19/09/1932,Harbour porpoise,Phocoena phocoena,Cheshire,53.4445,-3.0453,New Brighton,SJ306947,S,NA,No,5',1.52,NA,NA,1932,54,NA,02-Nov-90,23-Dec-08,1993,ZK0085,ZK0085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1932,9,19,19320919,Phocoena,phocoena,1,Common Porpoise
6331,1072,1932/55,09/09/1932,Harbour porpoise,Phocoena phocoena,Isle of Wight,50.6472,-1.4535,Brook,SZ387831,S,NA,No,5',1.52,NA,NA,1932,55,NA,02-Nov-90,23-Dec-08,1994,ZK0085,ZK0085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1932,9,9,19320909,Phocoena,phocoena,1,Common Porpoise; Hampshire
6332,1073,1932/56,09/09/1932,Unknown odontocete  ,Unknown odontocete ,Sussex,50.8529,0.5743,Hastings,TQ812090,S,NA,No,6'11'',2.11,decayed,NA,1932,56,NA,02-Nov-90,23-Dec-08,1653,ZK0040,ZK0127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1932,9,9,19320909,odontocete,sp.indet.,1,Unidentified Odontocetes
6333,1074,1932/57,03/09/1932,Bottlenose whale,Hyperoodon ampullatus,"Clare, EIRE",53.1224,-9.1563,Ballyvaghan,NA,S,M,No,20',6.1,NA,NA,1932,57,NA,02-Nov-90,23-Dec-08,252,ZK0125,ZK0125,NA,NA,NA,S.Ireland,*NA,NA,NA,NA,NA,NA,NA,1932,9,3,19320903,Hyperoodon,ampullatus,5,Bottle-nosed Whale
6334,1075,1932/58,03/10/1932,Unknown odontocete  ,Unknown odontocete ,Kent,50.97916576,0.972597104,Littlestone,TR08642424,S,NA,No,4',1.22,dead,NA,1932,58,NA,02-Nov-90,23-Dec-08,1654,ZK0040,ZK0127,60864012424,NA,NA,NA,BMNH PJC,NA,NA,NA,NA,NA,NA,1932,10,3,19321003,odontocete,sp.indet.,1,Unidentified Odontocetes
6335,1076,1932/59,03/10/1932,Unknown odontocete  ,Unknown odontocete ,Northumberland,55.7697,-1.9885,Berwick on Tweed,NU008529,S,NA,Yes,5',1.52,decayed,NA,1932,59,NA,02-Nov-90,23-Dec-08,1655,ZK0040,ZK0127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1932,10,3,19321003,odontocete,sp.indet.,1,Unidentified Odontocetes
6336,1077,1932/60,13/10/1932,Beluga whale,Delphinapterus leucas,"Central, Scotland",56.11513002,-3.926274365,Stirling,NS80249304,S,M,No,8'6'',2.59,alive,entire on arrival,1932,60,NA,13-May-93,23-Dec-08,4894,ZK0091,ZK0091,28024069304,NA,NA,Stirling,BMNH,NA,NA,NA,NA,NA,NA,1932,10,13,19321013,Delphinapterus,leucas,2,"a)shot at Stirling b)R.Forth, Stirling(Stirlingshire) here assumed"
6337,1078,1932/61,23/10/1932,Harbour porpoise,Phocoena phocoena,Somerset,51.3475,-2.9772,Weston-super-Mare,ST320613,S,NA,No,5',1.52,NA,NA,1932,61,NA,02-Nov-90,23-Dec-08,1995,ZK0085,ZK0085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1932,10,23,19321023,Phocoena,phocoena,1,Common Porpoise
6338,1079,1932/62,24/10/1932,Harbour porpoise,Phocoena phocoena,Kent,50.94711784,0.966421164,"Lade, Lydd, Dungeness",TR08352066,S,NA,No,5',1.52,NA,NA,1932,62,NA,02-Nov-90,23-Dec-08,1996,ZK0085,ZK0085,60835012066,NA,NA,NA,BMNH PJC WIKI,NA,NA,NA,NA,NA,NA,1932,10,24,19321024,Phocoena,phocoena,1,Common Porpoise
6339,1080,1932/63,14/12/1932,Killer whale,Orcinus orca,"Shetland Islands, Scotland",59.52482757,-1.609332636,Fair Isle,HZ221710,S,F,No,15',4.57,NA,NA,1932,63,NA,02-Nov-90,23-Dec-08,1759,ZK0069,ZK0069,42210107100,NA,NA,NA,BMNH PJC,NA,NA,NA,NA,NA,NA,1932,12,14,19321214,Orcinus,orca,2,NA
6340,1081,1933/1,06/02/1933,Common dolphin,Delphinus delphis,Cornwall,50.1226,-5.479,Marazion,SW514305,S,NA,No,6'11'',2.11,NA,NA,1933,1,NA,02-Nov-90,23-Dec-08,763,ZK0048,ZK0048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1933,2,6,19330206,Delphinus,delphis,1,Common dolphin
6341,1082,1933/1A,14/01/1933,Harbour porpoise,Phocoena phocoena,"Clackmannanshire, Scotland",56.1077,-3.7955,"Alloa, (shot in the Forth)",NS884920,S,F,No,3'6'',1.07,NA,NA,1933,1,A,02-Nov-90,23-Dec-08,1997,ZK0085,ZK0085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1933,1,14,19330114,Phocoena,phocoena,2,Common Porpoise
6342,1083,1933/2,20/02/1933,White-sided dolphin,Lagenorhynchus acutus,"Shetland Islands, Scotland",60.269,-1.2027,"Catfirth, Nesting",HU442541,S,M,No,8'7'',2.62,NA,NA,1933,2,NA,02-Nov-90,23-Dec-08,18,ZK0058,ZK0058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1933,2,20,19330220,Lagenorhynchus,acutus,2,White-sided Dolphin
6343,1084,1933/3,05/03/1933,White-beaked dolphin,Lagenorhynchus albirostris,"Angus, Scotland",56.5548,-2.5773,Arbroath,NO646404,S,NA,No,6'2'',1.88,NA,NA,1933,3,NA,02-Nov-90,23-Dec-08,108,ZK0059,ZK0059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1933,3,5,19330305,Lagenorhynchus,albirostris,2,White-beaked Dolphin
6344,1085,1933/4,04/03/1933,Cuvier's Beaked whale,Ziphius cavirostris,"Ross & Cromarty, Scotland",57.7672,-5.6074,Poolewe,NG855810,S,M,No,18',5.49,dead,lower jaw,1933,4,NA,02-Nov-90,23-Dec-08,580,ZK0120,ZK0120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1933,3,4,19330304,Ziphius,cavirostris,2,Cuvier's Beaked Whale
6345,1086,1933/5,15/03/1933,Common dolphin,Delphinus delphis,Cornwall,50.3522,-4.4501,Looe,SX257531,S,NA,No,7',2.13,NA,NA,1933,5,NA,02-Nov-90,23-Dec-08,764,ZK0048,ZK0048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1933,3,15,19330315,Delphinus,delphis,1,Common dolphin
6346,1087,1933/6,18/03/1933,Bottlenose dolphin,Tursiops truncatus,Cornwall,50.32727529,-4.606506481,"Lantic Bay, Fowey",SX14505080,S,M,No,9'2'',2.79,NA,NA,1933,6,NA,02-Nov-90,23-Dec-08,2700,ZK0053,ZK0053,21450005080,NA,NA,NA,BMNH,NA,NA,NA,NA,NA,NA,1933,3,18,19330318,Tursiops,truncatus,1,Bottle-nosed Dolphin
6347,1088,1933/7,20/03/1933,Common dolphin,Delphinus delphis,Cornwall,49.9338,-6.3112,"Halangy Porth, St Mary's, Isles of Scilly",SV907126,S,NA,No,4'9'',1.45,NA,NA,1933,7,NA,02-Nov-90,23-Dec-08,765,ZK0048,ZK0048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1933,3,20,19330320,Delphinus,delphis,1,Common dolphin
6348,1089,1933/8,01/04/1933,White-beaked dolphin,Lagenorhynchus albirostris,Yorkshire,53.6254,0.1142,Kilnsea,TA399163,S,M,No,9'4'',2.84,NA,NA,1933,8,NA,02-Nov-90,23-Dec-08,109,ZK0059,ZK0059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1933,4,1,19330401,Lagenorhynchus,albirostris,1,White-beaked Dolphin
6349,1090,1933/9,13/04/1933,White-beaked dolphin,Lagenorhynchus albirostris,"Clackmannanshire, Scotland",56.1086,-3.7962,Alloa,NS883921,S,F,No,8'3'',2.51,NA,NA,1933,9,NA,02-Nov-90,23-Dec-08,110,ZK0059,ZK0059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1933,4,13,19330413,Lagenorhynchus,albirostris,2,White-beaked Dolphin
6350,1091,1933/10,17/04/1933,Bottlenose dolphin,Tursiops truncatus,"Ayrshire, Scotland",55.09326243,-5.012361537,"River Stinchar, 0.5 mile N. of, Ballantrae",NX07808180,S,NA,No,12'0'',3.66,NA,NA,1933,10,NA,02-Nov-90,23-Dec-08,2701,ZK0053,ZK0053,20780058180,NA,NA,NA,BMNH,NA,NA,NA,NA,NA,NA,1933,4,17,19330417,Tursiops,truncatus,2,Bottle-nosed Dolphin
6351,1092,1933/11,26/04/1933,Risso's dolphin,Grampus griseus,"Mayo, EIRE",54.0468,-9.903,Blacksod Bay,NA,M,F,No,11'4.5'',3.47,NA,Entire on arrival,1933,11,NA,02-Nov-90,23-Dec-08,999,ZK0074,ZK0074,NA,NA,NA,S.Ireland,*NA,NA,NA,NA,NA,NA,NA,1933,4,26,19330426,Grampus,griseus,5,Risso's Dolphin
6352,1093,1933/11,26/04/1933,Risso's dolphin,Grampus griseus,"Mayo, EIRE",54.0468,-9.903,Blacksod Bay,NA,M,NA,NA,NA,NA,NA,NA,1933,11,NA,02-Nov-90,23-Dec-08,1000,ZK0074,ZK0074,NA,NA,NA,S.Ireland,*NA,NA,NA,NA,NA,NA,NA,1933,4,26,19330426,Grampus,griseus,5,"#,Risso's Dolphin"
6353,1094,1933/11,26/04/1933,Risso's dolphin,Grampus griseus,"Mayo, EIRE",54.0468,-9.903,Blacksod Bay,NA,M,NA,NA,NA,NA,NA,NA,1933,11,NA,02-Nov-90,23-Dec-08,3707,ZK0074,ZK0074,NA,NA,NA,S.Ireland,*NA,NA,NA,NA,NA,NA,NA,1933,4,26,19330426,Grampus,griseus,5,Risso's Dolphin
6354,1095,1933/11,26/04/1933,Risso's dolphin,Grampus griseus,"Mayo, EIRE",54.0468,-9.903,Blacksod Bay,NA,M,NA,NA,NA,NA,NA,NA,1933,11,NA,02-Nov-90,23-Dec-08,3708,ZK0074,ZK0074,NA,NA,NA,S.Ireland,*NA,NA,NA,NA,NA,NA,NA,1933,4,26,19330426,Grampus,griseus,5,Risso's Dolphin
6355,1096,1933/11,26/04/1933,Risso's dolphin,Grampus griseus,"Mayo, EIRE",54.0468,-9.903,Blacksod Bay,NA,M,NA,NA,NA,NA,NA,NA,1933,11,NA,02-Nov-90,23-Dec-08,3709,ZK0074,ZK0074,NA,NA,NA,S.Ireland,*NA,NA,NA,NA,NA,NA,NA,1933,4,26,19330426,Grampus,griseus,5,Risso's Dolphin
6356,1097,1933/12,19/05/1933,Unknown odontocete  ,Unknown odontocete ,Cornwall,50.1635,-4.9736,"Greeb Point, Portscatho",SW877335,S,NA,Yes,8'-10',2.44-3.05,decayed,NA,1933,12,NA,02-Nov-90,23-Dec-08,1656,ZK0040,ZK0127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1933,5,19,19330519,odontocete,sp.indet.,1,Unidentified Odontocetes
6357,1098,1933/13,23/05/1933,Long-finned pilot whale,Globicephala melas,Cornwall,50.8338,-4.5576,Bude,SS200069,S,NA,No,6'2'',1.88,NA,NA,1933,13,NA,02-Nov-90,23-Dec-08,1139,ZK0079,ZK0079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1933,5,23,19330523,Globicephala,melaena,1,Long-finned Pilot Whale
