_id,Spec_No,S_W_No,Date,Common Name ,Scientific Name ,County,Latitude,Longitude,Location,Grid ref,Mass_Single,Sex,Length Approx,Length Imp,Length et,Condition,in Collections,year,sequ,lett,Entered,Updated,Count,MCS,BMNH,Rect_CoNAord_,Other refs,age,Old County,GRef Source,By Catch,Rep_Source,JBaker,CBRU,Other,Comb_other_ref,Year_val,Month_val,Day_val,Aggregated_Date,Fam_Genus,species,Country Code,Comment
8029,2770,1967/2,23/01/1967,Harbour porpoise,Phocoena phocoena,Suffolk,52.26299567,1.650040015,"Minsmere, Southwold",TM49046908,S,NA,Yes,4',1.22,NA,NA,1967,2,NA,02-Nov-90,23-Dec-08,2384,ZK0085,ZK0085,64904026908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1967,1,23,19670123,Phocoena,phocoena,1,Common Porpoise
8030,2771,1967/3,03/02/1967,Harbour porpoise,Phocoena phocoena,"Aberdeenshire, Scotland",57.17344693,-2.066160423,Bridge of Don,NJ96000916,S,NA,No,5',1.52,NA,NA,1967,3,NA,02-Nov-90,23-Dec-08,2385,ZK0085,ZK0085,39600080916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1967,2,3,19670203,Phocoena,phocoena,2,Common Porpoise
8031,2772,1967/4,04/02/1967,Harbour porpoise,Phocoena phocoena,"Aberdeenshire, Scotland",57.32618144,-1.950174021,"Sands of Forvie, Colleiston",NK03002616,S,NA,NA,NA,NA,NA,NA,1967,4,NA,02-Nov-90,23-Dec-08,2386,ZK0085,ZK0085,40300082616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1967,2,4,19670204,Phocoena,phocoena,2,Common Porpoise
8032,2773,1967/5,07/02/1967,Common dolphin,Delphinus delphis,Cornwall,50.82452634,-4.555149537,"Widemouth Bay, Bude",SS20060595,S,NA,No,6'10'',2.08,NA,NA,1967,5,NA,02-Nov-90,23-Dec-08,836,ZK0048,ZK0048,22006010595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1967,2,7,19670207,Delphinus,delphis,1,Common dolphin
8033,2774,1967/6,16/02/1967,Harbour porpoise,Phocoena phocoena,Essex,51.84166075,1.266544687,Walton on the Naze,TM24992099,S,F,No,4'1'',1.24,NA,NA,1967,6,NA,02-Nov-90,23-Dec-08,2387,ZK0085,ZK0085,62499022099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1967,2,16,19670216,Phocoena,phocoena,1,Common Porpoise
8034,2775,1967/7,06/03/1967,Bottlenose dolphin,Tursiops truncatus,Cumberland,54.8364518,-3.41700282,"Beckfoot, ca3.5m W. of Silloth",NY09005000,S,NA,Yes,12',3.66,decayed,NA,1967,7,NA,02-Nov-90,23-Dec-08,2836,ZK0053,ZK0053,30900055000,NA,NA,NA,BMNH,NA,NA,NA,NA,NA,NA,1967,3,6,19670306,Tursiops,truncatus,1,a)Bottle-nosed Dolphin b)1st info NY11015300
8035,2776,1967/8,20/03/1967,White-sided dolphin,Lagenorhynchus acutus,"Shetland Islands, Scotland",60.76011771,-0.898802529,Unst,HP60000900,S,M,No,5'2'',1.57,NA,NA,1967,8,NA,02-Nov-90,23-Dec-08,29,ZK0058,ZK0058,46000120900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1967,3,20,19670320,Lagenorhynchus,acutus,2,White-sided Dolphin
8036,2777,1967/9,21/03/1967,Sperm whale,Physeter catodon,"Mayo, EIRE",53.9678,-10.0674,"Keel Strand, Achill Island",NA,S,M,NA,NA,NA,NA,NA,1967,9,NA,02-Nov-90,23-Dec-08,1097,ZK0107,ZK0107,NA,NA,NA,S.Ireland,NA,NA,NA,NA,NA,NA,NA,1967,3,21,19670321,Physeter,macrocephalus,5,Sperm whale
8037,2778,1967/10,23/03/1967,Long-finned pilot whale,Globicephala melas,"Inverness-shire, Scotland",57.26419343,-7.440394175,"Ormiclate, South Uist, Outer Hebrides",NF72093237,S,NA,No,14',4.27,NA,NA,1967,10,NA,02-Nov-90,23-Dec-08,1232,ZK0079,ZK0079,7209083237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1967,3,23,19670323,Globicephala,melaena,2,Long-finned Pilot Whale
8038,2779,1967/11,01/03/1967,Bottlenose dolphin,Tursiops truncatus,Kent,50.91401116,0.973563811,"Power Station, Dungeness",TR09001700,S,NA,No,10'3'',3.12,decayed,NA,1967,11,NA,02-Nov-90,23-Dec-08,2837,ZK0053,ZK0053,60900011700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1967,3,1,19670301-,Tursiops,truncatus,1,a)Bottle-nosed Dolphin b)'Feb-Mar 1967'
8039,2780,1967/12,21/05/1967,White-sided dolphin,Lagenorhynchus acutus,"Shetland Islands, Scotland",60.51195607,-1.044930041,"Cullivoe, Yell",HU52448124,S,F,No,9'3'',2.82,NA,NA,1967,12,NA,02-Nov-90,23-Dec-08,30,ZK0058,ZK0058,45244118124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1967,5,21,19670521,Lagenorhynchus,acutus,2,White-sided Dolphin
8040,2781,1967/13,24/05/1967,Harbour porpoise,Phocoena phocoena,Lincolnshire,53.46083898,-0.901576276,"Idle Stop, R.Idle",SK72929660,S,M,No,4',1.22,decayed,NA,1967,13,NA,02-Nov-90,23-Dec-08,2388,ZK0085,ZK0085,47292039660,NA,NA,NA,Blue folderBMNH,NA,NA,NA,NA,NA,NA,1967,5,24,19670524,Phocoena,phocoena,1,"a)Common Porpoise b)'Idle Stop'? R.Idle = a tributary to the       R.Trent in turn = a tributary to the R.Humber c)Assuming locality  is correct, GRef looks correct (even though well inland)"
8041,2782,1967/14,26/06/1967,Minke whale,Balaenoptera acutorostrata,Kent,51.07937768,1.184241834,"The Warren, Folkestone",TR23013600,S,F,No,20',6.1,NA,baleen,1967,14,NA,02-Nov-90,23-Dec-08,437,ZK0132,ZK0132,62301013600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1967,6,26,19670626,Balaenoptera,acutorostrata,1,Lesser Rorqual
8042,2783,1967/15,30/06/1967,NA,NA,Cornwall,50.40739163,-5.082350266,"Watergates Bay, Newquay",SW81016100,S,NA,NA,NA,NA,NA,NA,1967,15,NA,02-Nov-90,23-Dec-08,3052,ZK0039,ZK0149,18101006100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1967,6,30,19670630,cetacean,sp.indet.,1,Unidentified Cetaceans
8043,2784,1967/16,03/07/1967,Harbour porpoise,Phocoena phocoena,"Aberdeenshire, Scotland",57.25000798,-2,Belhelvie,NK00001768,S,NA,No,5'0'',1.52,decayed,NA,1967,16,NA,02-Nov-90,23-Dec-08,2389,ZK0085,ZK0085,40000081768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1967,7,3,19670703,Phocoena,phocoena,2,Common Porpoise
8044,2785,1967/17,21/07/1967,Cuvier's Beaked whale,Ziphius cavirostris,"Caithness, Scotland",58.62008318,-3.36029221,Dunnet,ND21007100,S,NA,No,17',5.18,NA,NA,1967,17,NA,02-Nov-90,23-Dec-08,596,ZK0120,ZK0120,32100097100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1967,7,21,19670721,Ziphius,cavirostris,2,Cuvier's Beaked Whale
8045,2786,1967/18,21/07/1967,Bottlenose dolphin,Tursiops truncatus,Cornwall,50.84741833,-4.557253195,"Northcott Mouth, Bude",SS20000850,S,NA,NA,NA,NA,decayed,NA,1967,18,NA,02-Nov-90,23-Dec-08,2838,ZK0053,ZK0053,22000010850,NA,NA,NA,BMNH,NA,NA,NA,NA,NA,NA,1967,7,21,19670721,Tursiops,truncatus,1,Bottle-nosed Dolphin
8046,2787,1967/19,NA,Risso's dolphin,Grampus griseus,"Sutherland, Scotland",58.43911967,-5.015455092,"Lexford, between Lexford + Loch Inchard",NC24005400,S,NA,NA,NA,NA,NA,NA,1967,19,NA,02-Nov-90,23-Dec-08,1049,ZK0074,ZK0074,22400095400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1967,7,14,19670714,Grampus,griseus,2,Risso's Dolphin
8047,2788,1967/20,08/08/1967,Bottlenose dolphin,Tursiops truncatus,Devon,51.0382581,-4.239326536,Westward Ho!,SS43022899,S,NA,No,10',3.05,NA,NA,1967,20,NA,02-Nov-90,23-Dec-08,2839,ZK0053,ZK0053,24302012899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1967,8,8,19670808,Tursiops,truncatus,1,Bottle-nosed Dolphin
8048,2789,1967/21,24/08/1967,Unknown odontocete  ,Unknown odontocete ,Essex,51.51766695,0.551385066,Canvey Island,TQ77008300,S,NA,No,10',3.05,NA,NA,1967,21,NA,02-Nov-90,23-Dec-08,1686,ZK0040,ZK0127,57700018300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1967,8,24,19670824,odontocete,sp.indet.,1,Unidentified Odontocetes
8049,2790,1967/22,31/08/1967,Unknown odontocete  ,Unknown odontocete ,Lancashire,54.04140866,-2.901075393,Heysham,SD41006100,S,NA,Yes,7',2.13,NA,NA,1967,22,NA,02-Nov-90,23-Dec-08,1687,ZK0040,ZK0127,34100046100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1967,8,31,19670831,odontocete,sp.indet.,1,Unidentified Odontocetes
8050,2791,1967/23,03/09/1967,Long-finned pilot whale,Globicephala melas,Cornwall,50.82504365,-4.556171936,"Duckpool, Bude",SS19990601,S,NA,No,19'6'',5.94,decayed,NA,1967,23,NA,02-Nov-90,23-Dec-08,1233,ZK0079,ZK0079,21999010601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1967,9,3,19670903,Globicephala,melaena,1,Long-finned Pilot Whale
8051,2792,1967/24,11/09/1967,White-beaked dolphin,Lagenorhynchus albirostris,"Aberdeenshire, Scotland",57.17198769,-2.099236735,Bridge of Don,NJ94000900,S,NA,No,8'3'',2.51,decayed,NA,1967,24,NA,02-Nov-90,23-Dec-08,160,ZK0059,ZK0059,39400080900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1967,9,11,19670911,Lagenorhynchus,albirostris,2,White-beaked Dolphin
8052,2793,1967/25,15/09/1967,Bottlenose whale,Hyperoodon ampullatus,Cumberland,54.63688186,-3.565016781,Workington,NX99002800,S,M,No,20',6.1,NA,Lower jaw,1967,25,NA,02-Nov-90,23-Dec-08,302,ZK0125,ZK0125,29900052800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1967,9,15,19670915,Hyperoodon,ampullatus,1,Bottle-nosed Whale
8053,2794,1967/26,04/10/1967,White-sided dolphin,Lagenorhynchus acutus,"Kerry, EIRE",52.1313,-10.3627,Ventry Harbour,NA,M,M,No,8'6'',2.59,alive,NA,1967,26,NA,02-Nov-90,23-Dec-08,31,ZK0058,ZK0058,NA,NA,NA,S.Ireland,NA,NA,NA,NA,NA,NA,NA,1967,10,4,19671004,Lagenorhynchus,acutus,5,White-sided Dolphin
8054,2795,1967/26,04/10/1967,White-sided dolphin,Lagenorhynchus acutus,"Kerry, EIRE",52.1313,-10.3627,Ventry Harbour,NA,M,M,No,8'5'',2.57,alive,NA,1967,26,NA,02-Nov-90,23-Dec-08,32,ZK0058,ZK0058,NA,NA,NA,S.Ireland,NA,NA,NA,NA,NA,NA,NA,1967,10,4,19671004,Lagenorhynchus,acutus,5,White-sided Dolphin
8055,2796,1967/26,04/10/1967,White-sided dolphin,Lagenorhynchus acutus,"Kerry, EIRE",52.1313,-10.3627,Ventry Harbour,NA,M,M,No,7'9'',2.36,alive,NA,1967,26,NA,02-Nov-90,23-Dec-08,33,ZK0058,ZK0058,NA,NA,NA,S.Ireland,NA,NA,NA,NA,NA,NA,NA,1967,10,4,19671004,Lagenorhynchus,acutus,5,White-sided Dolphin
8056,2797,1967/26,04/10/1967,White-sided dolphin,Lagenorhynchus acutus,"Kerry, EIRE",52.1313,-10.3627,Ventry Harbour,NA,M,NA,No,6'11'',2.11,alive,NA,1967,26,NA,02-Nov-90,23-Dec-08,34,ZK0058,ZK0058,NA,NA,NA,S.Ireland,NA,NA,NA,NA,NA,NA,NA,1967,10,4,19671004,Lagenorhynchus,acutus,5,White-sided Dolphin
8057,2798,1967/26,04/10/1967,White-sided dolphin,Lagenorhynchus acutus,"Kerry, EIRE",52.1313,-10.3627,Ventry Harbour,NA,M,NA,NA,NA,NA,alive,NA,1967,26,NA,02-Nov-90,23-Dec-08,35,ZK0058,ZK0058,NA,NA,NA,S.Ireland,NA,NA,NA,NA,NA,NA,NA,1967,10,4,19671004,Lagenorhynchus,acutus,5,White-sided Dolphin
8058,2799,1967/27,16/10/1967,White-sided dolphin,Lagenorhynchus acutus,"Glamorganshire, Wales",51.57696075,-4.2934284,"Rhossilli Bay, Gower",SS41108900,S,M,Yes,7',2.13,NA,NA,1967,27,NA,02-Nov-90,23-Dec-08,36,ZK0058,ZK0058,24110018900,NA,NA,NA,BMNH,NA,NA,NA,NA,NA,NA,1967,10,16,19671016,Lagenorhynchus,acutus,3,White-sided Dolphin
8059,2800,1967/27A,22/10/1967,Harbour porpoise,Phocoena phocoena,Yorkshire,54.40462621,-0.493148739,"Ravenscar, 10 miles N. of Scarborough",NZ97800208,S,NA,NA,NA,NA,decayed,NA,1967,27,A,02-Nov-90,23-Dec-08,2390,ZK0085,ZK0085,49780050208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1967,10,22,19671022,Phocoena,phocoena,1,Common Porpoise
8060,2801,1967/28,24/10/1967,Sowerby's Beaked whale,Mesoplodon bidens,Lincolnshire,53.46803752,0.154541088,Donna Nook,TF43009900,S,F,No,17',5.18,NA,"'head, on arrival'",1967,28,NA,02-Nov-90,23-Dec-08,527,ZK0113,ZK0113,54300039900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1967,10,24,19671024,Mesoplodon,bidens,1,Sowerby's Beaked Whale
8061,2802,1967/29,24/10/1967,Sowerby's Beaked whale,Mesoplodon bidens,"Aberdeenshire, Scotland",57.50424142,-1.783036883,"Kirkton Point, N.of Peterhead",NK13004600,S,NA,No,16',4.88,NA,NA,1967,29,NA,02-Nov-90,23-Dec-08,528,ZK0113,ZK0113,41300084600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1967,10,24,19671024,Mesoplodon,bidens,2,Sowerby's Beaked Whale
8062,2803,1967/30,26/10/1967,Bottlenose dolphin,Tursiops truncatus,Lancashire,53.55457661,-3.071712595,Formby,SD29010700,S,NA,No,11',3.35,NA,NA,1967,30,NA,02-Nov-90,23-Dec-08,2840,ZK0053,ZK0053,32901040700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1967,10,26,19671026,Tursiops,truncatus,1,Bottle-nosed Dolphin
8063,2804,1967/31,04/11/1967,Sperm whale,Physeter catodon,Cornwall,49.92543041,-6.361812896,"Samson, Isles of Scilly",SV87001200,S,NA,NA,NA,NA,NA,NA,1967,31,NA,02-Nov-90,23-Dec-08,1098,ZK0107,ZK0107,8700001200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1967,11,4,19671104,Physeter,macrocephalus,1,a)Sperm whale b)'1-7 Nov 1967'-->c4 Nov 1967 BMNH
8064,2805,1967/32,04/11/1967,Common dolphin,Delphinus delphis,"Guernsey, Channel Isles",49.4462,-2.6479,(West coast),NA,S,NA,No,6'8'',2.03,NA,NA,1967,32,NA,02-Nov-90,23-Dec-08,837,ZK0048,ZK0048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1967,11,4,19671104,Delphinus,delphis,6,Common dolphin
8065,2806,1967/33,10/11/1967,Harbour porpoise,Phocoena phocoena,"Guernsey, Channel Isles",49.4462,-2.6479,(West coast),NA,S,NA,No,5'1'',1.55,alive,NA,1967,33,NA,02-Nov-90,23-Dec-08,2391,ZK0085,ZK0085,NA,NA,NA,NA,NA,x,NA,NA,NA,NA,NA,1967,11,10,19671110,Phocoena,phocoena,6,a)Common Porpoise. b)Caught on conger line off west coast.
8066,2807,1968/1,24/02/1968,Bottlenose dolphin,Tursiops truncatus,Northumberland,55.59928641,-1.71431013,Bamburgh,NU18003400,S,NA,No,6'10'',2.08,NA,NA,1968,1,NA,02-Nov-90,23-Dec-08,2841,ZK0053,ZK0053,41800063400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1968,2,24,19680224,Tursiops,truncatus,1,Bottle-nosed Dolphin
8067,2808,1968/2,25/02/1968,Fin whale,Balaenoptera physalus,"Inverness-shire, Scotland",57.44688431,-7.301960441,"Benbecula, Outer Hebrides",NF82015201,S,F,No,55',16.76,NA,NA,1968,2,NA,02-Nov-90,23-Dec-08,2646,ZK0135,ZK0135,8201085201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1968,2,25,19680225,Balaenoptera,physalus,2,Fin Whale
8068,2809,1968/3,12/03/1968,White-beaked dolphin,Lagenorhynchus albirostris,Norfolk,52.97349633,0.978698761,Blakeney Point,TF99984598,M,NA,No,8'6'',2.59,NA,NA,1968,3,NA,02-Nov-90,23-Dec-08,161,ZK0059,ZK0059,59998034598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1968,3,12,19680312,Lagenorhynchus,albirostris,1,White-beaked Dolphin
8069,2810,1968/3,12/03/1968,White-beaked dolphin,Lagenorhynchus albirostris,Norfolk,52.97347767,0.97944241,Blakeney Point,TG00034598,M,NA,No,8'10'',2.69,NA,NA,1968,3,NA,02-Nov-90,23-Dec-08,162,ZK0059,ZK0059,60003034598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1968,3,12,19680312,Lagenorhynchus,albirostris,1,White-beaked Dolphin
8070,2811,1968/3,12/03/1968,White-beaked dolphin,Lagenorhynchus albirostris,Norfolk,52.97357119,0.97929986,Blakeney Point,TG00024599,M,NA,NA,NA,NA,NA,NA,1968,3,NA,02-Nov-90,23-Dec-08,163,ZK0059,ZK0059,60002034599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1968,3,12,19680312,Lagenorhynchus,albirostris,1,"#,White-beaked Dolphin"
8071,2812,1968/3,12/03/1968,White-beaked dolphin,Lagenorhynchus albirostris,Norfolk,52.97375448,0.979163489,Blakeney Point,TG00014601,M,NA,NA,NA,NA,NA,NA,1968,3,NA,02-Nov-90,23-Dec-08,4084,ZK0059,ZK0059,60001034601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1968,3,12,19680312,Lagenorhynchus,albirostris,1,White-beaked Dolphin
8072,2813,1968/3,12/03/1968,White-beaked dolphin,Lagenorhynchus albirostris,Norfolk,52.9736647,0.97915731,Blakeney Point,TG00014600,M,NA,NA,NA,NA,NA,NA,1968,3,NA,02-Nov-90,23-Dec-08,4085,ZK0059,ZK0059,60001034600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1968,3,12,19680312,Lagenorhynchus,albirostris,1,White-beaked Dolphin
8073,2814,1968/3,12/03/1968,White-beaked dolphin,Lagenorhynchus albirostris,Norfolk,52.97358238,0.97885367,Blakeney Point,TF99994599,M,NA,NA,NA,NA,NA,NA,1968,3,NA,02-Nov-90,23-Dec-08,4086,ZK0059,ZK0059,59999034599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1968,3,12,19680312,Lagenorhynchus,albirostris,1,White-beaked Dolphin
8074,2815,1968/3,12/03/1968,White-beaked dolphin,Lagenorhynchus albirostris,Norfolk,52.97385545,0.978723475,Blakeney Point,TF99984602,M,NA,NA,NA,NA,NA,NA,1968,3,NA,02-Nov-90,23-Dec-08,4087,ZK0059,ZK0059,59998034602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1968,3,12,19680312,Lagenorhynchus,albirostris,1,White-beaked Dolphin
8075,2816,1968/3,12/03/1968,White-beaked dolphin,Lagenorhynchus albirostris,Norfolk,52.97384053,0.9793184,Blakeney Point,TG00024602,M,NA,NA,NA,NA,NA,NA,1968,3,NA,02-Nov-90,23-Dec-08,4088,ZK0059,ZK0059,60002034602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1968,3,12,19680312,Lagenorhynchus,albirostris,1,White-beaked Dolphin
8076,2817,1968/4,20/03/1968,Bottlenose dolphin,Tursiops truncatus,Kent,51.35492741,1.444560937,"Louisa Gap, Broadstairs",TR39806745,S,NA,No,11'9'',3.58,NA,NA,1968,4,NA,02-Nov-90,23-Dec-08,2842,ZK0053,ZK0053,63980016745,NA,NA,NA,BMNH,NA,NA,NA,NA,NA,NA,1968,3,20,19680320,Tursiops,truncatus,1,"a)Bottle-nosed Dolphin. b)Gref changed from TR 39 67 (inland) to TR 3980 6745 (gap in rocks opening to Louisa Bay), AIM 23 Sep 1998."
8077,2818,1968/5,24/03/1968,Sowerby's Beaked whale,Mesoplodon bidens,"Shetland Islands, Scotland",60.37567862,-1.129450848,Vidlinvoe,HU48006600,S,M,No,15'4'',4.67,NA,NA,1968,5,NA,02-Nov-90,23-Dec-08,529,ZK0113,ZK0113,44800116600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1968,3,24,19680324,Mesoplodon,bidens,2,Sowerby's Beaked Whale
8078,2819,1968/6,16/05/1968,Long-finned pilot whale,Globicephala melas,"Sutherland, Scotland",58.47834527,-4.453128791,Kyle of Tongue,NC56975703,M,F,No,9'7'',2.92,alive,NA,1968,6,NA,02-Nov-90,23-Dec-08,1234,ZK0079,ZK0079,25697095703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1968,5,16,19680516,Globicephala,melaena,2,"#,Long-finned Pilot Whale"
8079,2820,1968/6,16/05/1968,Long-finned pilot whale,Globicephala melas,"Sutherland, Scotland",58.47817235,-4.452773618,Kyle of Tongue,NC56995701,M,F,No,10'3'',3.12,alive,NA,1968,6,NA,02-Nov-90,23-Dec-08,1235,ZK0079,ZK0079,25699095701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1968,5,16,19680516,Globicephala,melaena,2,Long-finned Pilot Whale
8080,2821,1968/6,16/05/1968,Long-finned pilot whale,Globicephala melas,"Sutherland, Scotland",58.47799287,-4.452761106,Kyle of Tongue,NC56995699,M,F,No,12'5'',3.78,alive,NA,1968,6,NA,02-Nov-90,23-Dec-08,1236,ZK0079,ZK0079,25699095699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1968,5,16,19680516,Globicephala,melaena,2,Long-finned Pilot Whale
8081,2822,1968/6,16/05/1968,Long-finned pilot whale,Globicephala melas,"Sutherland, Scotland",58.47789985,-4.452926179,Kyle of Tongue,NC56985698,M,F,No,13'10'',4.22,alive,NA,1968,6,NA,02-Nov-90,23-Dec-08,1237,ZK0079,ZK0079,25698095698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1968,5,16,19680516,Globicephala,melaena,2,Long-finned Pilot Whale
8082,2823,1968/6,16/05/1968,Long-finned pilot whale,Globicephala melas,"Sutherland, Scotland",58.4781789,-4.452430959,Kyle of Tongue,NC57015701,M,M,Yes,18',5.49,alive,NA,1968,6,NA,02-Nov-90,23-Dec-08,1238,ZK0079,ZK0079,25701095701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1968,5,16,19680516,Globicephala,melaena,2,Long-finned Pilot Whale
8083,2824,1968/6,16/05/1968,Long-finned pilot whale,Globicephala melas,"Sutherland, Scotland",58.4780027,-4.452247119,Kyle of Tongue,NC57025699,M,M,Yes,18',5.49,alive,NA,1968,6,NA,02-Nov-90,23-Dec-08,1239,ZK0079,ZK0079,25702095699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1968,5,16,19680516,Globicephala,melaena,2,Long-finned Pilot Whale
8084,2825,1968/6,16/05/1968,Long-finned pilot whale,Globicephala melas,"Sutherland, Scotland",58.47791624,-4.452069536,Kyle of Tongue,NC57035698,M,M,No,21'2'',6.45,alive,NA,1968,6,NA,02-Nov-90,23-Dec-08,1240,ZK0079,ZK0079,25703095698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1968,5,16,19680516,Globicephala,melaena,2,Long-finned Pilot Whale
8085,2826,1968/6,16/05/1968,Long-finned pilot whale,Globicephala melas,"Sutherland, Scotland",58.47836493,-4.452100808,Kyle of Tongue,NC57035703,M,NA,NA,NA,NA,alive,NA,1968,6,NA,02-Nov-90,23-Dec-08,1241,ZK0079,ZK0079,25703095703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1968,5,16,19680516,Globicephala,melaena,2,"#,Long-finned Pilot Whale"
8086,2827,1968/6,16/05/1968,Long-finned pilot whale,Globicephala melas,"Sutherland, Scotland",58.47808589,-4.452596033,Kyle of Tongue,NC57005700,M,NA,NA,NA,NA,alive,NA,1968,6,NA,02-Nov-90,23-Dec-08,4089,ZK0079,ZK0079,25700095700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1968,5,16,19680516,Globicephala,melaena,2,Long-finned Pilot Whale
8087,2828,1968/6,16/05/1968,Long-finned pilot whale,Globicephala melas,"Sutherland, Scotland",58.47825881,-4.452951204,Kyle of Tongue,NC56985702,M,NA,NA,NA,NA,alive,NA,1968,6,NA,02-Nov-90,23-Dec-08,4090,ZK0079,ZK0079,25698095702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1968,5,16,19680516,Globicephala,melaena,2,Long-finned Pilot Whale
8088,2829,1968/6,16/05/1968,Long-finned pilot whale,Globicephala melas,"Sutherland, Scotland",58.47827192,-4.452265883,Kyle of Tongue,NC57025702,M,NA,NA,NA,NA,alive,NA,1968,6,NA,02-Nov-90,23-Dec-08,4091,ZK0079,ZK0079,25702095702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1968,5,16,19680516,Globicephala,melaena,2,Long-finned Pilot Whale
8089,2830,1968/6,16/05/1968,Long-finned pilot whale,Globicephala melas,"Sutherland, Scotland",58.47808916,-4.452424703,Kyle of Tongue,NC57015700,M,NA,NA,NA,NA,alive,NA,1968,6,NA,02-Nov-90,23-Dec-08,4092,ZK0079,ZK0079,25701095700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1968,5,16,19680516,Globicephala,melaena,2,Long-finned Pilot Whale
8090,2831,1968/7,01/06/1968,Common dolphin,Delphinus delphis,Cornwall,49.94441239,-6.335638794,"Tresco, Isles of Scilly",SV89001400,S,NA,No,5',1.52,NA,NA,1968,7,NA,02-Nov-90,23-Dec-08,838,ZK0048,ZK0048,8900001400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1968,6,1,19680601,Delphinus,delphis,1,Common dolphin
8091,2832,1968/8,19/06/1968,Harbour porpoise,Phocoena phocoena,Cumberland,54.76439143,-3.43002862,Allonby,NY08004200,S,NA,NA,NA,NA,NA,NA,1968,8,NA,02-Nov-90,23-Dec-08,2392,ZK0085,ZK0085,30800054200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1968,6,19,19680619,Phocoena,phocoena,1,Common Porpoise
8092,2833,1968/9,20/06/1968,Harbour porpoise,Phocoena phocoena,Yorkshire,54.27727855,-0.418229271,"Hayburn  Wyke, 6  miles N.of Scarborough",TA02988802,S,M,No,2'8.25'',0.82,NA,NA,1968,9,NA,02-Nov-90,23-Dec-08,2393,ZK0085,ZK0085,50298048802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1968,6,20,19680620,Phocoena,phocoena,1,Common Porpoise
8093,2834,1968/10,08/07/1968,NA,NA,Durham,54.68034866,-1.19325736,Hartlepool,NZ52013201,S,NA,NA,NA,NA,NA,NA,1968,10,NA,02-Nov-90,23-Dec-08,3053,ZK0039,ZK0149,45201053201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1968,7,8,19680708,cetacean,sp.indet.,1,Unidentified Cetaceans
